host_id,host_name,host_since,host_is_superhost,host_listings_count
25475005,Hobie And Catie,1/1/2015,f,1
51063927,Bo,12/11/2015,f,1
51015159,Megan,12/10/2015,f,1
7164229,Abbey,6/28/2013,f,1
43085325,Meg,9/1/2015,f,1
51142362,Brent,12/12/2015,f,1
51223759,Arielle,12/13/2015,f,1
2891586,M.,7/10/2012,f,1
51312049,Kathy,12/14/2015,f,1
11366463,Paige,1/16/2014,f,1
45934706,Jamie,10/6/2015,f,1
49173080,Eddie,11/16/2015,t,1
23262800,Shelby,11/2/2014,f,3
50671207,Rachel,12/6/2015,f,5
3739663,Jennifer,10/2/2012,f,1
51809476,Dao,12/20/2015,t,4
12810791,Igor,3/4/2014,f,2
52674973,Thomas,12/29/2015,f,2
14484953,Lindsay,4/19/2014,f,2
52799452,Greg,12/30/2015,f,1
16754082,Stephanie,6/13/2014,f,1
44487,C.,10/8/2009,t,2
27784340,Jacqueline,2/15/2015,f,1
48201503,Lela,11/4/2015,f,1
7388171,Sheryl,7/9/2013,f,1
282993,Kirsche,11/10/2010,f,1
2732018,Nicole,6/24/2012,f,1
53050732,Danielle,1/2/2016,f,1
32089957,Claudia,4/27/2015,t,2
8095280,Brent,8/11/2013,t,1
32703998,Avery,5/5/2015,f,1
3867072,Doug,10/14/2012,t,3
53742919,Harold,1/7/2016,f,1
53772421,Austin,1/7/2016,f,2
52192726,John,12/24/2015,f,1
4741751,Anita,1/17/2013,t,1
53842596,Marianne,1/8/2016,f,1
15522934,Kent,5/14/2014,t,2
18409381,Jesse,7/19/2014,f,2
19632571,Ann,8/7/2014,f,1
15737271,Jared & Alyssa,5/19/2014,t,1
54144753,James,1/10/2016,f,0
54232654,Elle,1/11/2016,f,1
28639479,William,3/2/2015,f,1
9813197,Michael,11/4/2013,f,1
4123704,Heather,11/11/2012,f,1
53649181,Lucero,1/7/2016,f,1
979144,Ryan,8/16/2011,t,2
579505,Jake,5/11/2011,f,1
54395501,Paige,1/12/2016,f,1
23049102,Byron,10/27/2014,f,1
54517625,Charles,1/13/2016,f,1
54530393,Amber,1/13/2016,f,1
54559247,Justin,1/13/2016,t,1
54562024,Tracey,1/13/2016,t,1
33835502,Erick,5/20/2015,f,1
54613376,Bruce,1/14/2016,t,1
8135438,Tina,8/13/2013,f,1
54651535,Dan,1/14/2016,f,1
54730910,Sherri,1/15/2016,f,1
54743412,Leslie,1/15/2016,t,1
30504812,Annie,4/2/2015,f,1
11162776,Debbie,1/9/2014,f,1
27653528,Rachel + Melissa,2/12/2015,f,0
3506051,Samuel,9/8/2012,f,1
54882601,Justin,1/16/2016,f,1
54997341,Lori,1/17/2016,f,1
54916564,Melissa,1/16/2016,f,1
53170299,Catherine,1/3/2016,f,1
7056952,Dave,6/22/2013,f,1
37921712,Rob,7/8/2015,t,3
55280264,Tj,1/19/2016,f,1
55293498,Hannah,1/19/2016,f,1
55324539,Natalie,1/19/2016,f,1
12683426,Kim,3/1/2014,t,1
17333333,Kate,6/27/2014,t,2
18795513,Zachary,7/24/2014,t,1
4690405,Andrea,1/13/2013,t,1
55433086,Claudia,1/20/2016,f,1
55440418,Molly,1/20/2016,f,1
10711535,Arielle,12/19/2013,f,1
36638083,Matt,6/24/2015,f,1
22899175,Jacob,10/23/2014,f,1
9013446,Cindy,9/23/2013,f,2
27903197,Zak,2/17/2015,f,1
3887277,Kevin,10/16/2012,f,1
14209173,Erin & Greg,4/12/2014,t,1
55697755,David,1/22/2016,f,1
46559828,Mark,10/14/2015,t,1
12702263,Jake,3/1/2014,f,1
55798574,Roy,1/23/2016,f,1
5732418,Alvin (Maurice),4/2/2013,f,1
38404057,Dan,7/13/2015,f,1
55896399,Satish,1/24/2016,t,1
4718408,Dave,1/15/2013,f,1
22681717,Beth,10/18/2014,t,2
9929543,Amelia & José,11/10/2013,f,1
56049691,Stavros,1/25/2016,f,1
56053470,Chia,1/25/2016,t,1
31145479,Michael,4/13/2015,f,2
2909602,Greg,7/11/2012,f,1
1352849,Shanti,10/30/2011,f,1
56235113,Robin,1/26/2016,f,1
56249709,Brent,1/26/2016,t,1
9104957,Santiago,9/28/2013,f,3
2279694,Tyler,5/3/2012,f,1
9224873,Brian,10/4/2013,f,1
18262716,Olga,7/17/2014,f,1
56481963,Barbara,1/28/2016,f,1
539806,Inti,4/27/2011,t,2
56499420,Alberto,1/28/2016,f,1
56527283,Shonda,1/28/2016,t,3
56533216,Barbra,1/28/2016,f,1
56535868,Makenzie,1/28/2016,f,1
1513674,David,12/17/2011,f,1
8208354,Maria,8/16/2013,t,1
28048764,Jessa,2/20/2015,t,1
55676662,Mauricio,1/22/2016,f,1
22660327,Deirdre,10/17/2014,f,1
17344059,Julian,6/27/2014,f,1
56754307,Ed,1/30/2016,f,1
56845619,Aimee,1/31/2016,t,2
56849948,Deborah,1/31/2016,t,2
7342564,Jana,7/7/2013,f,2
1821922,Nicole,2/27/2012,f,1
26608157,Jessica,1/24/2015,f,1
56983132,Greg,2/1/2016,f,1
56896716,Ty,1/31/2016,f,1
27665204,Eric,2/12/2015,f,1
12949572,Joseph And Megan,3/9/2014,t,3
588319,Kevin,5/14/2011,f,1
48200260,Chelsea,11/4/2015,f,1
28425308,Carly,2/26/2015,f,1
34611824,Shannon,5/30/2015,f,2
37837680,Joan,7/7/2015,t,3
57156016,Olivia,2/2/2016,f,1
4183558,Bryant,11/18/2012,f,1
57194944,Kelly,2/2/2016,f,1
3600282,Joel,9/18/2012,f,2
6415315,Pam,5/15/2013,t,3
57411360,Lauri,2/4/2016,f,1
57446340,Corey,2/4/2016,f,1
4947634,Matt,2/3/2013,f,1
16759740,JohnWayne,6/13/2014,f,2
9373334,Hannah,2/6/2016,f,1
9248890,Warren,10/5/2013,f,0
57645242,Ann,2/6/2016,t,1
5429173,Olivia,3/12/2013,f,1
57648538,Christy,2/6/2016,f,1
4450438,Jt,12/20/2012,t,2
57656956,Jung,2/6/2016,f,1
57662741,Sean,2/6/2016,f,1
36451568,Peter,6/22/2015,t,1
11965574,Joy,2/5/2014,f,1
57674114,Brad,2/6/2016,f,1
57688084,Alex,2/6/2016,f,1
4979807,Liz,2/5/2013,t,1
57729844,Meghan,2/7/2016,f,1
6365929,Bernard,5/13/2013,f,1
57171134,Kelley,2/2/2016,t,1
782830,Rolando,7/5/2011,t,1
57799887,Chris,2/7/2016,f,1
19914010,Shannon,8/12/2014,f,1
57885304,Alden & Barbara,2/8/2016,f,1
57903036,Bianca,2/8/2016,f,1
13841299,Tania,4/3/2014,f,1
2325690,Ryan,5/8/2012,t,1
1794383,Elizabeth,2/22/2012,t,1
50246570,John,11/30/2015,f,1
29063263,Elle,3/9/2015,f,2
16931790,Ashley,6/18/2014,f,1
16425543,Anna,5/27/2015,f,1
29918941,John,3/24/2015,f,1
50331577,Amanda,12/1/2015,f,1
1195175,Elizabeth,9/22/2011,f,1
58095186,Shea,2/9/2016,f,1
58104709,Brian,2/9/2016,f,1
58171526,Madison,2/10/2016,f,1
58199807,Jeff,2/10/2016,f,1
58202283,Melissa,2/10/2016,f,1
13836575,Bryan,4/2/2014,f,1
791308,Tk,7/7/2011,f,2
58230241,Kasi,2/10/2016,f,1
1603324,Phil,1/13/2012,f,1
58350294,Jill,2/11/2016,f,1
32592406,Mark,5/4/2015,f,2
58365413,Ed,2/11/2016,t,1
11894491,Genny,2/3/2014,f,1
58386783,John,2/11/2016,t,1
26389845,Felipe,1/20/2015,f,3
26683428,Riley & Tony,1/25/2015,f,1
58474262,Katherine,2/12/2016,f,1
58475050,Carrie,2/12/2016,f,1
24516340,Andy,12/5/2014,f,23
58479162,Emily,2/12/2016,f,1
956485,Dee,8/11/2011,f,1
20004520,Astra,8/14/2014,f,1
636807,Caroline,5/28/2011,f,1
1704374,Matt,2/5/2012,f,2
5831098,Ravi,4/8/2013,f,1
58648378,Amber,2/13/2016,f,1
13410816,Mandi,3/22/2014,f,1
2712170,Jake,6/22/2012,f,1
58739366,Jennifer,2/14/2016,f,1
76152,Taylor,2/1/2010,f,0
29602356,Will,3/18/2015,f,1
15897554,Eugenia,5/23/2014,f,1
58776805,Ariana,2/14/2016,f,1
58095597,Daniele,2/9/2016,f,1
58872156,Cindy & James,2/15/2016,f,1
58871402,Michelle,2/15/2016,f,1
5210072,Lara,2/24/2013,f,1
59004821,Leslie,2/16/2016,f,1
34924363,Whitney,6/3/2015,f,1
44946029,Kara,9/23/2015,f,1
10761465,Megan,12/22/2013,f,1
52746810,Yash,12/30/2015,f,1
43301105,Willie,9/3/2015,f,1
59086855,Adrienne,2/16/2016,f,1
59089695,Christi,2/16/2016,f,1
59111874,Mike,2/17/2016,f,1
413922,Christa,2/28/2011,f,1
53432471,Byron,1/5/2016,f,1
2308662,Jean-Pierre,5/6/2012,f,1
11528820,Morgan,1/22/2014,f,1
59245152,Tara,2/17/2016,f,1
10368010,Russell And Alli,12/1/2013,f,1
1833254,Leyla,2/29/2012,t,1
23072158,Denise,10/28/2014,t,4
45235446,Andrew,9/27/2015,t,1
59349541,Ryan,2/18/2016,f,1
59365734,Jeremy,2/18/2016,f,1
31367208,Teresa,4/16/2015,f,1
47862731,Marga,10/31/2015,f,3
59452947,Gabriel,2/19/2016,f,1
23015320,Alex,10/27/2014,f,1
4944823,Kelly,2/3/2013,t,2
17436788,Bay,6/30/2014,t,1
15403953,Ankita,5/12/2014,f,1
44887644,Chris,9/22/2015,t,4
5854631,Sam,4/9/2013,f,1
59646051,Judy,2/20/2016,f,1
39283850,Eva,7/22/2015,f,1
59503394,Amy,2/19/2016,f,1
30294505,David,3/30/2015,f,1
58893839,E,2/15/2016,f,1
45762758,Karenin,10/4/2015,t,1
59839524,Suzanne,2/22/2016,t,1
7835438,Marly,7/30/2013,f,1
28790288,Benjamin,3/5/2015,f,1
969988,Neal,8/14/2011,t,1
21083462,Kate,9/8/2014,f,1
59921010,Rahim,2/22/2016,f,2
59923338,Parker,2/22/2016,f,1
11725098,Colin,1/28/2014,f,1
24269490,Jeremy,11/28/2014,f,1
59950268,Krista,2/22/2016,f,1
2427880,Geoffrey,5/21/2012,f,1
44118034,Taylor,9/13/2015,f,1
21336770,Anna,9/14/2014,f,1
22682189,Kyle,10/18/2014,f,0
33400549,Michael,5/14/2015,f,1
55682742,Chris,1/22/2016,f,1
22781129,Yanlong,10/20/2014,f,1
11739563,Barrett,2/23/2016,f,1
59999983,Majd,2/23/2016,f,1
34049870,Jacqueline,5/23/2015,t,2
60013204,Patrick,2/23/2016,t,2
15300240,Landon,5/9/2014,f,1
60062523,Katherine,2/23/2016,f,1
11334028,Janie,2/23/2016,f,2
29899144,Jaime,3/24/2015,f,1
60104605,Mesgana,2/23/2016,f,1
1822553,Gabriel,2/27/2012,f,1
2574049,Joe,6/7/2012,f,2
60112823,Alice,2/23/2016,t,3
60115389,Naun,2/23/2016,f,1
1491322,David & Laura,12/10/2011,f,1
35085940,Taylor,6/5/2015,f,1
2315843,John,5/7/2012,t,1
60211981,Daniel,2/24/2016,f,1
110956973,Teri,1/11/2017,f,1
5564667,Mel,3/21/2013,f,2
60257763,Michelle,2/24/2016,f,1
31720074,Chin,4/22/2015,f,1
44362649,Tiffany,9/16/2015,f,1
60265516,Teresa,2/24/2016,f,1
60299579,Katie,2/25/2016,f,1
9128538,Marguerete,9/29/2013,t,1
5993036,Avery,4/19/2013,t,1
17454664,Lauri,6/30/2014,t,1
28076452,Jeremy,2/21/2015,f,1
60402827,Wayne,2/25/2016,f,1
60376839,Jessica,2/25/2016,f,1
9368547,Nick,10/11/2013,f,1
6164267,Sasha,4/30/2013,f,1
60511323,Christopher,2/26/2016,f,1
31148752,TurnKey,4/13/2015,f,3
6601642,Lisa,5/27/2013,f,1
60517754,Thomas,2/26/2016,f,1
60532572,Christopher,2/26/2016,f,1
33684293,Jason,5/18/2015,f,1
9268885,Julie And Tony,10/6/2013,t,1
60639530,Rindi,2/27/2016,f,3
24863724,Lewis,12/15/2014,f,1
60653256,Lisa,2/27/2016,f,1
5216397,Kelly,2/24/2013,f,1
60687947,Ana & Caesar,2/27/2016,f,1
34442751,Alice,5/28/2015,f,1
60752405,Amanda,2/28/2016,f,1
57528373,Cristina,2/5/2016,f,1
59895465,Siddharth,2/22/2016,f,1
60775200,George,2/28/2016,f,1
43263982,Lindsay,9/3/2015,f,1
60778342,Samantha,2/28/2016,f,2
59894416,James,2/22/2016,t,2
2038568,Kat,3/30/2012,f,1
60814153,John,2/28/2016,f,1
46218652,Alan Battle,10/10/2015,f,1
18988973,Colleen,7/27/2014,f,1
46934255,Tod,10/19/2015,t,4
12033483,Tess,2/7/2014,f,1
60848269,Emily,2/29/2016,f,1
22215558,Carmen,10/6/2014,f,1
31814673,Eric,4/23/2015,f,1
39982620,Stephen,7/30/2015,f,1
60947359,Farrah,2/29/2016,f,1
60961173,Werner,2/29/2016,f,1
55148310,Ross,1/18/2016,f,1
61009385,Guy,2/29/2016,f,1
61011394,Asif,2/29/2016,f,1
24033236,Seth,11/22/2014,f,1
34198754,David,5/25/2015,f,1
54051129,Sean,1/10/2016,f,1
60544604,Emily,2/26/2016,f,1
25434749,Nick,12/31/2014,f,1
61138321,David,3/1/2016,f,1
30215649,Jake,3/29/2015,f,1
600018,Lorie,5/18/2011,t,1
61234909,Harsh,3/2/2016,f,1
15475211,Jacek,5/13/2014,f,1
25773254,Phillip,1/7/2015,f,1
60961516,Naomi,2/29/2016,f,1
26356604,Grey,1/19/2015,f,1
3221544,Ellen,8/10/2012,f,1
61294042,Lance,3/2/2016,f,1
60126667,Patrice & Daniel,2/23/2016,t,1
60289088,Caroline,2/24/2016,f,1
1685078,Joe,2/1/2012,f,1
25118695,Jose,12/23/2014,f,1
58054957,Mark,2/9/2016,f,1
61352125,Juan,3/3/2016,f,1
17926381,Chad,1/11/2016,f,1
61396508,Jason,3/3/2016,f,1
61396304,Jacob,3/3/2016,f,2
61413784,Rt,3/3/2016,f,2
16429084,Amy,6/5/2014,f,0
61437535,Herbert,3/3/2016,f,1
61444064,Estee,3/3/2016,f,1
61446169,Mike,3/3/2016,f,1
61451868,Kathleen,3/3/2016,f,1
44959890,Ryan,9/23/2015,f,1
1745138,Anne-Marie,3/3/2016,f,1
5651045,Melissa,3/27/2013,f,1
26766084,Jeremy,1/26/2015,t,1
61529033,Erica,3/4/2016,f,1
1252700,Dani,10/5/2011,f,1
61550181,Megan,3/4/2016,f,1
17280993,Darby,6/26/2014,f,1
61552413,Ellice,3/4/2016,f,1
11770384,Christine,1/29/2014,f,1
61558880,Airbnb,3/4/2016,f,1
57449603,Sven,2/4/2016,f,1
61570669,Zach,3/4/2016,f,1
42949975,Desmond,8/30/2015,f,1
61634764,Cheryl,3/5/2016,t,1
13275832,Matt,3/18/2014,f,1
61675973,Etzel,3/5/2016,f,1
61550738,Sai,3/4/2016,f,1
61702435,Chris,3/5/2016,f,1
16135281,Kristin,5/29/2014,f,1
61773205,Gwenneth,3/6/2016,f,1
17330942,Mike,6/27/2014,f,1
61813031,Sean,3/6/2016,f,1
61849256,Muzammal,3/6/2016,f,1
61857079,Sarah Margaret,3/6/2016,f,1
4587817,Brandon,1/4/2013,f,1
61885645,Margaret,3/7/2016,f,2
61890252,Brittany,3/7/2016,f,1
61932882,Virgil,3/7/2016,f,2
61959031,Jonathan,3/7/2016,f,1
61413845,Melanie,3/3/2016,f,1
53475048,Todd,1/5/2016,f,1
3109970,Tara,7/31/2012,f,1
12603323,Calandra,2/26/2014,f,2
62016662,Sophie,3/7/2016,f,1
62015655,Joshua,3/7/2016,f,1
52143085,Germain,12/24/2015,f,1
62028143,Ford,3/7/2016,f,1
47193349,Junior,10/22/2015,f,2
24952920,Allison,12/17/2014,f,1
916807,Melissa,8/3/2011,f,2
62039139,John,3/7/2016,f,1
33940241,John,5/21/2015,f,1
62040524,Jon,3/7/2016,f,2
59830338,James,2/21/2016,f,2
5216130,Paul,2/24/2013,f,1
37837993,Kerstin,7/7/2015,f,1
62125695,Reed,3/8/2016,f,1
38173633,Sierra,7/11/2015,f,1
31980589,Neal,4/26/2015,f,1
62150721,David,3/8/2016,f,1
32094571,Christopher,4/28/2015,f,1
49880057,Jodi,11/25/2015,f,1
62168641,Kate,3/8/2016,f,1
55475106,Michelle,1/20/2016,f,1
3097240,Mandy,7/30/2012,f,1
32167975,Regina And Izzy,4/29/2015,t,1
62301232,Randal,3/9/2016,f,1
62302731,Haley,3/9/2016,f,1
62315111,Ibis,3/9/2016,f,1
11019119,Rahul,1/4/2014,f,2
62317929,Angela,3/9/2016,t,2
17748911,Carl,7/7/2014,f,1
62332236,Adrian And Alisha,3/9/2016,f,1
62338471,Tim,3/9/2016,f,1
62319561,Jessica,3/9/2016,f,1
62396855,Cassidy,3/10/2016,f,1
5403827,Whitney,3/10/2013,f,1
50317936,Eugene,12/1/2015,f,1
62435820,Nancy,3/10/2016,f,1
46456070,Shannon,10/13/2015,f,1
7808052,Nathanial,7/29/2013,f,1
5292093,Ashley,3/2/2013,f,1
62466590,Alex,3/10/2016,f,1
62470768,Angela,3/10/2016,f,1
3954783,Andie & Lauren,10/23/2012,f,2
35092028,Jobelle,6/5/2015,f,1
36806644,Peter,6/26/2015,f,1
38689128,Arif,7/16/2015,f,2
62570293,Sean,3/11/2016,f,1
62664068,Joseph,3/12/2016,f,1
62685522,Rob,3/12/2016,f,1
24269002,Natalie,11/28/2014,f,1
62713045,Lisa,3/13/2016,f,1
9034012,Aj,9/24/2013,f,2
56990893,Jonathan,2/1/2016,t,1
62926106,Guy,3/14/2016,f,17
62941582,Ryan,3/14/2016,f,1
62958386,Matthew,3/14/2016,f,3
63016434,Namrata,3/15/2016,f,1
658649,Alyssa,6/2/2011,f,1
17871651,Michelle,2/1/2016,t,1
39516444,Vinayak,7/25/2015,f,1
38394332,James,7/13/2015,t,1
20626905,Jonathan,8/27/2014,f,1
62353700,Marianna,3/10/2016,f,1
63102811,Bryan,3/15/2016,f,1
63378795,Michelle,3/17/2016,f,1
63398088,Nathan,3/17/2016,f,1
1795246,Ingrid,3/18/2016,t,1
24693407,Aneesha,12/10/2014,f,1
3124528,Meme,8/1/2012,f,1
4240498,Kelley,11/25/2012,t,1
35613445,Li,6/12/2015,f,1
1404731,Daniel,11/14/2011,t,6
2439429,Jimmy,5/22/2012,f,0
395204,Brenda,2/16/2011,f,1
64478633,Mark,3/25/2016,f,1
65084092,Katie,3/30/2016,f,1
65103763,Hil,3/30/2016,f,1
65115560,Chris,3/30/2016,f,1
65302307,Hamed,4/1/2016,f,0
7593559,Evan,7/19/2013,f,1
59986405,Karina,2/22/2016,f,1
2006749,Jenny & Tom,3/25/2012,t,3
17573742,Nathaniel,12/8/2015,f,1
66248880,Ted,4/7/2016,f,1
5287385,Ben,3/2/2013,f,1
14207302,John,4/12/2014,t,1
36458052,Brianna,6/22/2015,f,1
30471696,Luis,4/2/2015,f,2
24488398,Robert,12/4/2014,f,1
731401,Jennifer,6/22/2011,t,3
66363757,Ben,4/8/2016,f,3
34631179,Manny,5/31/2015,f,1
27841769,Macie,2/16/2015,f,1
22014033,Brad,10/1/2014,f,1
31539546,Mohamed,4/19/2015,f,1
11258930,Lisa,1/13/2014,t,3
20613441,Josua,8/27/2014,f,1
67733483,Rachel And Brian,4/18/2016,f,1
54232093,Jonathan,1/11/2016,f,1
67803878,Sarah,4/18/2016,f,1
66926306,Lisa,4/12/2016,f,1
68237192,Martin,4/21/2016,f,1
39264164,Eva,7/22/2015,t,2
33121553,Andrea,5/11/2015,f,1
35913758,Renee,6/15/2015,t,1
50815624,Ivan & Franzi,12/8/2015,t,1
69246211,Ashley & Jeff,4/27/2016,t,3
65832907,Gina,4/5/2016,f,1
14803017,Nancy,4/27/2014,t,2
6412093,Paige And Ron,5/15/2013,t,2
17593584,David,7/3/2014,f,1
69555569,Jarin & Scott,4/29/2016,f,1
69563073,Rance,4/29/2016,f,1
2821314,Sara,7/3/2012,f,1
64735191,Ally,3/28/2016,f,1
1541934,Margo,12/28/2011,t,4
7581141,Natalie,7/18/2013,f,1
43221494,Nikki & Patrick,9/2/2015,t,1
69994607,Lynda,5/2/2016,f,1
29567554,Asenath,3/18/2015,f,1
7886573,Samana,8/2/2013,f,3
70160843,Gina,5/3/2016,f,0
780515,Patrick,7/5/2011,t,1
59218437,Mike,2/17/2016,f,1
37332567,Cindy,7/2/2015,f,1
33677966,TRUE,5/18/2015,f,1
69102240,Boss,4/26/2016,t,1
13283553,Rio,3/18/2014,t,2
4418135,Emiliano,12/16/2012,t,1
42305557,Frank,8/23/2015,f,1
12532759,Dede,2/24/2014,t,1
15426722,Karen,5/12/2014,f,1
62990010,Pam,3/14/2016,f,1
71019639,Lee,5/8/2016,t,1
20912929,Meredith,9/3/2014,f,0
2011395,Janet,3/26/2012,t,1
51251722,Rebekkah,12/13/2015,f,1
71193450,Maggie,5/9/2016,f,1
71296881,Steven,5/10/2016,t,4
6553960,Milan,5/24/2013,f,1
71551580,Tommy,5/11/2016,f,1
14064204,Manutej,4/9/2014,f,0
6815659,Antonio,5/15/2016,t,1
27948624,Elisabeth,2/18/2015,f,1
801918,Scratch,7/10/2011,f,1
72893315,Brandon,5/19/2016,f,1
72903356,Michelle,5/19/2016,f,1
56230260,Layne,1/26/2016,f,2
72966951,Desiree,5/20/2016,t,1
73030738,Eileen,5/20/2016,t,4
59834237,Simon,2/22/2016,f,1
68528446,Jim & Deb,4/23/2016,t,3
18161031,Kimberly,7/15/2014,f,3
21913031,Scott,9/29/2014,t,1
29695280,Jennifer,3/20/2015,f,1
73620589,Peter,5/23/2016,f,1
73621646,Hana,5/23/2016,f,1
44761156,Suzy,9/21/2015,f,1
73760064,Deborah & David,5/24/2016,t,2
73615161,Genaro & Victoria,5/23/2016,t,1
71027305,Brad,5/8/2016,f,1
3941962,Nick,10/21/2012,f,1
26503855,Katie,1/21/2015,f,1
23339119,Adam,11/4/2014,f,1
36144024,Lisa,6/18/2015,f,1
3547111,Dustin,9/12/2012,f,1
435276,Marshal,3/10/2011,f,1
8629619,Jack,9/4/2013,t,7
75052930,Michelle,5/31/2016,f,1
24968352,Faith,12/18/2014,f,1
72926795,Carmen,5/19/2016,t,1
9814669,April,11/4/2013,t,1
24597163,Sriharesh,12/7/2014,f,1
52964912,Sarah,1/1/2016,f,0
75988545,Sean,6/5/2016,f,1
45616173,Colleen,10/2/2015,f,0
1968258,Steve,3/19/2012,f,2
28920096,Dierdra,3/7/2015,f,1
76368304,Shannon,6/7/2016,f,1
17845422,Karisa,7/8/2014,f,1
39533710,Laird,7/25/2015,t,2
58075143,Mark,2/9/2016,f,1
33845910,Nathan,5/20/2015,t,1
5742304,Taryn,4/2/2013,f,6
29822664,Sibylle C.,3/22/2015,f,1
22536507,Andrew,10/14/2014,f,1
72022436,Jesse,5/14/2016,t,2
6308984,Michael,5/9/2013,f,1
31594875,Melanie,4/20/2015,f,1
78127530,Allie,6/16/2016,f,1
78166168,Lee,6/16/2016,f,1
74318403,Gregory,5/27/2016,t,1
67199437,Eva,4/14/2016,t,1
78829619,Tyler,6/20/2016,f,2
22662442,David,10/17/2014,f,1
8833863,Shana,9/14/2013,f,1
79148533,Jeff,6/21/2016,f,1
79261928,Kash,6/22/2016,f,1
31173521,Leon And Stella,4/13/2015,t,3
55552382,Miyong,1/21/2016,t,1
79368865,Holly,6/22/2016,f,1
79708340,Paul & Krista,6/24/2016,t,2
79818711,Brett,6/25/2016,f,1
12031191,Richelle,2/7/2014,t,4
16109724,Adrianne,5/28/2014,t,1
79904699,Stephen,6/25/2016,f,1
9331076,Leland,10/9/2013,f,3
4149924,Marie,11/14/2012,f,1
80105212,Angelica,6/26/2016,f,1
57045531,Rekha,2/1/2016,f,3
43264606,Rachel,9/3/2015,t,2
74618,Kathryn,1/28/2010,f,1
73333451,Elten,5/22/2016,f,1
35463898,Wes & Mary,6/10/2015,t,2
30437362,Christiana,4/1/2015,f,1
52134935,N,12/23/2015,f,1
80813486,Michael,6/29/2016,f,1
2134237,Samantha,4/13/2012,f,1
81153177,Samantha,7/1/2016,f,0
11135395,Vivien,1/8/2014,f,1
27856580,Ashley,2/16/2015,f,1
1754114,Emily,2/15/2012,t,1
9595134,Jay,10/23/2013,f,5
1648227,Christian,1/24/2012,t,9
70790066,Caitlin,5/7/2016,f,1
16384748,Kaitlyn,6/4/2014,f,1
7343353,Zachary,7/7/2013,t,1
30866956,Lisa,4/8/2015,t,1
70281518,Meng,5/4/2016,f,1
82387873,Emily,7/7/2016,f,1
1837848,Jamie,3/1/2012,f,1
82530387,Cynthia,7/8/2016,t,1
59980710,Emily,2/22/2016,f,1
15244629,Cari,5/7/2014,f,1
48610923,Christopher,11/9/2015,t,1
3302376,Jeff,8/18/2012,f,1
41305373,Jacob,8/12/2015,t,0
17874652,Nick,7/9/2014,f,1
84117850,Yaretzy,7/16/2016,f,1
69501631,Patricia,4/29/2016,f,1
2428539,Matt,5/21/2012,f,2
84357752,Becky,7/17/2016,t,2
84497747,Jessica,7/18/2016,f,1
84767145,Lucy,7/19/2016,t,1
5817842,Nick,4/7/2013,t,1
70216727,Michael,5/3/2016,f,1
43594503,Shobhita,9/7/2015,f,1
28879622,Amber,3/6/2015,f,1
15793042,Robin And Ashley,5/21/2014,t,1
51457682,Josef,12/15/2015,f,1
85204265,Sean,7/21/2016,t,1
67783215,Hannah,4/18/2016,f,1
7338157,Angela,7/7/2013,t,3
6222196,Patty,5/4/2013,t,2
85676809,Adam,7/24/2016,f,1
85715917,Julie,7/24/2016,f,1
5411691,Alexa,4/18/2015,f,1
33992112,Anna,5/22/2015,f,1
7004294,Kyle,6/19/2013,t,1
2589933,Lydia,6/9/2012,f,1
108218087,Pary,12/23/2016,f,1
4384095,Shelley,12/11/2012,t,1
27997554,Leah,2/19/2015,f,1
3425666,Nate,8/30/2012,t,8
27068940,Takao & Malcolm,2/1/2015,t,1
4731237,Ali,1/16/2013,f,2
180375,Nelson,7/25/2010,t,1
31829351,Tonya,4/23/2015,t,1
35744893,Pamela,6/14/2015,t,1
24163259,Benee,11/25/2014,f,1
20985179,Adam And Shannon,9/5/2014,f,1
21023221,Margo,9/6/2014,f,1
22012830,Valerie,10/1/2014,t,1
15755099,Susan,5/20/2014,f,1
16747672,Christy,6/13/2014,f,1
26819271,David,1/27/2015,f,1
89698725,Brad,8/13/2016,f,1
31864294,Rick,4/24/2015,f,1
33865050,Tami And Dave,5/20/2015,t,3
40144620,Emily,7/31/2015,f,2
90607928,Katie,8/18/2016,f,1
90659774,Eric,8/18/2016,f,4
20759867,Destany,8/31/2014,f,1
90709839,Joe,8/18/2016,t,1
1843190,Tara,3/2/2012,f,1
13322261,Trey And Martha,3/19/2014,t,1
37716788,Matthew,7/6/2015,t,1
29073087,Monique,3/10/2015,f,1
31630807,Santha,4/21/2015,f,1
91010914,Martin,8/20/2016,t,1
79627,Greg,2/9/2010,f,3
48599715,Sophia,11/9/2015,f,2
1308773,Adam,10/18/2011,t,3
20535376,Nora,8/25/2014,f,1
42793563,Joan,8/28/2015,t,1
87145216,Menal,7/31/2016,f,1
60986939,Erin,2/29/2016,f,1
51030372,Ari & Emily,12/10/2015,f,1
91830957,Cameron,8/25/2016,f,1
22761,Aleisha,6/22/2009,f,3
517786,Tara,4/18/2011,f,2
91937422,Luis Enrique,8/26/2016,t,1
5817385,Tori,4/7/2013,f,1
92013417,Oscar,8/26/2016,t,2
92133358,Catherine,8/27/2016,t,1
92178200,Richard,8/27/2016,t,1
92204314,Alex,8/28/2016,t,1
18495219,Claire,7/20/2014,t,1
92310501,Paula,8/28/2016,f,1
6862755,Ryan,6/11/2013,t,1
75085752,Thomas,5/31/2016,f,1
92644972,Bryan,8/30/2016,t,2
87170599,Miguel,7/31/2016,f,1
53421377,Erin,1/5/2016,f,1
